name	path	filter	prompt	titel	autor	projektuebersicht						
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Giessmann_Alina/03_Adaption_Giessmann_Alina_Renaissance_Room_Tisch.jpg	Adaption	bed, renaissance room, spaceship, honeycomb structure, Biomimicry, warm light, sky, stars, Organic forms, Curved lines, organic architectur, Asymmetry, Natural forms, Whiplash curves, Aesthetic movement, organic rooms,  out of Space, dynamic lighting, ultra high definition, reflections, sharp focus, intense shadows, detailed and intricate environment, intricate	Alina Giessmann	giessmann							
25	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Nasr_Zina/01_Szene_Nasr_Zina_135_01.png	Szene	Transform the iconic scenes of "2001: A Space Odyssey" into the whimsical, tactile universe of Aardman Studio's claymation style. Use PlayDoh for walls, floors, and furniture, layers of play doh on top of each other, bedroom, bed, chairs, spaceship, play doh texture, minimalistic	Schlafzimmer 04	Zina Nasr	nasr						
26	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Nasr_Zina/01_Szene_Nasr_Zina_135_02.png	Szene	Transform the iconic scenes of "2001: A Space Odyssey" into the whimsical, tactile universe of Aardman Studio's claymation style. Use PlayDoh for walls, floors, and furniture, layers of play doh on top of each other, bedroom, bed, chairs, spaceship, play doh texture, minimalistic	Schlafzimmer 05	Zina Nasr	nasr						
18	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/132/03_Adaptionen_Guth_Antonia_132_00.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, weird bathroom	Stop Motion	Antonia Guth	guth						
19	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/132/03_Adaptionen_Guth_Antonia_132_01.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, weird room	Stop Motion	Antonia Guth	guth						
07	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/135/03_Adaptionen_Guth_Antonia_135.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, weird figure from the back sitting	Stop Motion	Antonia Guth	guth						
28	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_135.jpg	Adaptionen	interior spaceship, a few people, science fiction, set design, inspired by stanley kubricks space odyssey 2001, vivid surreal colors	Aufenthaltsraum	Katharina Saathoff	saathoff						
09	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_135.jpg	Adaptionen	Create a white model of an old fashion chair; the entire image should look as if it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries						
10	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_085_135.jpg	Adaptionen	back view of an astronaut sitting on a cheap folding chair looking at a strange planet. The background landscape is that of a deserted, dystopian planet that is hostile to life. An eerie and blurry light that seems to have no source is giving everything a surreal atmosphere.	Ausruhen 1/4	Swaantje Meyer	meyer						
11	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_086_135.jpg	Adaptionen	back view of an astronaut sitting on a cheap folding chair looking at a strange planet. The background landscape is that of a deserted, dystopian planet that is hostile to life. An eerie and blurry light that seems to have no source is giving everything a surreal atmosphere.	Ausruhen 2/4	Swaantje Meyer	meyer						
12	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_087_135.jpg	Adaptionen	back view of an astronaut sitting on a cheap folding chair looking at a strange planet. The background landscape is that of a deserted, dystopian planet that is hostile to life. An eerie and blurry light that seems to have no source is giving everything a surreal atmosphere.	Ausruhen 3/4	Swaantje Meyer	meyer						
13	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_088_135.jpg	Adaptionen	back view of an astronaut sitting on a cheap folding chair looking at a strange planet. The background landscape is that of a deserted, dystopian planet that is hostile to life. An eerie and blurry light that seems to have no source is giving everything a surreal atmosphere.	Ausruhen 4/4	Swaantje Meyer	meyer						
17	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_01.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 01	Tim Gajewi	gajewi
18	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_02.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 02	Tim Gajewi	gajewi
19	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_03.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 03	Tim Gajewi	gajewi
20	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_04.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 04	Tim Gajewi	gajewi
