name	path	filter	prompt	titel	autor	projektuebersicht
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/03_Adaption_Giessmann_Alina_Hauptraum_kom.jpg	Adaption	control elements, monitor, Organic forms, Curved lines, organic architecture, Asymmetry, Natural forms, Whiplash curves, Aesthetic movement, organic rooms, Biomimicry,  out of Space, dynamic lighting, ultra high definition, reflections, sharp focus, intense shadows, detailed and intricate environment, intricate	Essbereich	Alina Giessmann	giessmann  
23	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/23_Szenen_Jakob_Vasilega_Sarah_Dariia_057.png	Szene	a set design for Kubrick´s Space Odyssey 2001 movie but designed in Soviet constructivism style, 1960s, sleeping places, commune, USSR, propaganda, Minimalistic, Industrial, Utilitarian, modular, Monolithic, Stern, Foreboding, Dystopian, futuristic, Utilitarian, photorealistic, hyperrealism, modernism, Space odyssey, spaceship, retro photo	Kommandozentrale	Sarah Jakob Dariia Vasilega	soviet
01  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_57_01.jpg  Szenen  imagine a "2001: A Space odyssey" Spaceship interior design. Illustrate the intricate network of red electric impulses as they flow through the ground upon touch, displaying health information. Emphasize the harmonious relationship between human touch and technological response. / Negative: deformed hands, unrealistic hand, ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers, jacket, yellow, pink purple, tablet, heart, ipad, smartphone, iphone, bed  2001 but make it TOUCH  Julia Wutschke  wutschke
01  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_57_02.jpg  Szenen  imagine a "2001: A Space odyssey" Spaceship interior design. Illustrate the intricate network of red electric impulses as they flow through the ground upon touch, displaying health information. Emphasize the harmonious relationship between human touch and technological response. / Negative: deformed hands, unrealistic hand, ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers, jacket, yellow, pink purple, tablet, heart, ipad, smartphone, iphone, bed  2001 but make it TOUCH  Julia Wutschke  wutschke
01  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_57_03.jpg  Szenen  sensory experience, woman in black thin shoes walking over a black floor. red lightning is flowing from her shackles to the ground. woman wearing a black body suit. / Negative: ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers  2001 but make it TOUCH  Julia Wutschke  wutschke
06  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/01_Adaption_Niemann_Victoria_057.jpg  Adaption  Incorporate Bauhaus principles into a set design for the spacecraft interior in '2001: A Space Odyssey.' Explore the use of geometric, abstract forms and a harmonious color palette.  spaceship interior  Victoria Niemann  niemann
07  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/02_Adaption_Niemann_Victoria_057.jpg  Adaption  Incorporate Bauhaus principles into a set design for the spacecraft interior in '2001: A Space Odyssey.' Explore the use of geometric, abstract forms and a harmonious color palette.  spaceship interior  Victoria Niemann  niemann
08  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/03_Adaption_Niemann_Victoria_057.jpg  Adaption  Incorporate Bauhaus principles into a set design for the spacecraft interior in '2001: A Space Odyssey.' Explore the use of geometric, abstract forms and a harmonious color palette.  spaceship interior  Victoria Niemann  niemann
09  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/04_Adaption_Niemann_Victoria_057.jpg  Adaption  Incorporate Bauhaus principles into a set design for the spacecraft interior in '2001: A Space Odyssey.' Explore the use of geometric, abstract forms and a harmonious color palette.  spaceship interior  Victoria Niemann  niemann
10  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/03_Adaptionen_Guth_Antonia_057.jpg  Adaptionen  Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine  Stop Motion  Antonia Guth  guth
11  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/057/01_Szene_Zirk_Luisa_057_10.jpg  Szenen  stanley kubrick style "2001: A Space Odyssey" as a pixelated videogame door  Arcade  Luisa Zirk  zirk
