name	path	filter	prompt	titel	autor	projektuebersicht			
02  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_01.jpg  	Szenen  	an eerie prehistoric landscape. pink. high contrast. viewed from a kaleidoscope.  	Sinneserscheinung07	  	Jana Schlotthauer  	schlotthauer
03  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_02.jpg  	Szenen  	an eerie prehistoric landscape. pink. high contrast. deformed. on acid.  	Sinneslandschaft01  	Jana Schlotthauer  	schlotthauer						
04  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_03.jpg  	Szenen  	deformed, distorted, disfigured, misshapen, warped, time warp, impaired something inspired by 2001: a space odyssey. astronauts shoes.  	Sinneslandschaft02  	Jana Schlotthauer  	schlotthauer		
05  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_04.jpg  	Szenen  	oil spill small objects sticking to each other in a weird glue, pixelated and disfigured inspired by 2001: a space odyssey. disfigured, misshapen, time warp, hot pink.  	Sinneslandschaft03  	Jana Schlotthauer  	schlotthauer
06  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_05.jpg  	Szenen  	concept of a prehistoric landscape, weird, foggy, kaleidoscopic.  	Sinneslandschaft04  	Jana Schlotthauer  	schlotthauer											
07  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_06.jpg  	Szenen 	The room in the last scene of 2001: a space odyssey, kaleidoscopic, organic patterns.  	Sinneslandschaft05  	Jana Schlotthauer  	schlotthauer
08  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_07.jpg  	Szenen  	concept of a prehistoric landscape, weird, foggy, kaleidoscopic.  	Sinneslandschaft06  	Jana Schlotthauer  	schlotthauer											
09  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_08.jpg  	Szenen  	a strange scene. Heavily inspired by the movie "2001: a space odyssey", prehistoric look, neon yellow, strings of light, eyes, acid trip, microscopic, strange, toxic colors. heaven. concept of a different planet. microscopic. kaleidoscopic.  	Sinnestunnel12  	Jana Schlotthauer  	schlotthauer	
10  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_09.jpg  	Szenen  	A prehistoric landscape with no form of life, viewed through a kaleidoscope, somewhere in the universe, eerie feeling.  	Sinnestunnel13  	Jana Schlotthauer  	schlotthauer	
11  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/01_Szenen_Schlotthauer_Jana_128_10.jpg  	Szenen  	light tunnel, weird, unidentifiable patterns, deformed, disfigured, light going into all directions, sucking you in, misshapen, time warp, warped, explosion to other dimensions, fast motion, motion blur, angelic, ethereal. 2001: a space odyssey seat.  	Sinnestunnel14  	Jana Schlotthauer  	schlotthauer				
16	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Nasr_Zina/01_Szene_Nasr_Zina_128_01.png	Szene	Transform the iconic scenes of "2001: A Space Odyssey" into the whimsical, tactile universe of Aardman Studio's claymation style. Use PlayDoh for nature, trees, landscapes. Embrace bright, dynamic colors for a playful atmosphere. Create a visual and tactile experience that transports the audience to a world of boundless imagination. For characters, maintain a minimalistic look, keeping facial features simple and expressive.	Landschaft 09	Zina Nasr	nasr					
17	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Nasr_Zina/01_Szene_Nasr_Zina_128_02.png	Szene	Transform the iconic scenes of "2001: A Space Odyssey" into the whimsical, tactile universe of Aardman Studio's claymation style. Use PlayDoh for nature, trees, landscapes. Embrace bright, dynamic colors for a playful atmosphere. Create a visual and tactile experience that transports the audience to a world of boundless imagination. For characters, maintain a minimalistic look, keeping facial features simple and expressive.	Landschaft 10	Zina Nasr	nasr					
45	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/45_Szenen_Jakob_Vasilega_Sarah_Dariia_128.png	Szenen	a color reversed pcychodelic landscape of russian tundra, 1960s,  for Stanley Kubrick's Space odyssey film, Constructivist style	Landscape	Jakob Sarah Dariia Vasilega	jakobvasilega
15 	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Widera_Maxima/03_Adaption_Widera_Maxima_128.jpg  	Adaption  	https://s.mj.run/zin9k1nzdyA 2001 Space Odyssey abstract landscape, afterlife, in style of Oskar Fischinger, Len Lye, geometric, minimalism, neoplasticism, subtle gradient, soft tonal blue colors, surreal --ar 16:9  	Sunset  	Maxima Widera  	widera
35  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/128/35_Szenen_Nguyen_128.png  	Szenen  	abstract, outer space, green hue  	Stop-Motion grüne Textilien  	Tuan Nguyen	nguyen
17  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Blumstein_Alina/01_Szenen_Blumstein_Alina_128.jpg	Szenen	Everything melts heavily, abstract, art	Abstract Lights 2	Alina Blumstein	blumstein											
24	\Datenbank\Videos\03_Adaption_Kroeger_Alexandra_128.mp4	Adaption	create an abstract yet spatial representation using only the colors dark blue, silver and red	Ligeti:Atmospheres	Alexandra Kroeger	kroeger
