name	path	filter	prompt	titel	autor	projektuebersicht			
02  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Freynhagen_Hannah/01_Szenen_Freynhagen_Hannah_118.jpg  	Szenen  	a video in a museum showing space and planets  	Planetenausstellung  	Hannah Freynhagen  	freynhagen						
24  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_118.jpg  	Adaptionen  	The outdoor environments in this science fiction world would echo Kubrick's affinity for vast, barren, and futuristic landscapes  	Umgebung 4  	Katharina Saathoff  	saathoff						
04  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_118.jpg  	Adaptionen  	Jupiter can be seen from a spaceship window; It looks like 3D printed;  	SpacePrint  	Johanna Ries  	ries						
05  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_01.jpg  	Adaption  	ice planet  	Planet Synthia  	Kiesewetter Jan-Marius  	kiesewetter						
06  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_02.jpg  	Adaption  	ice planet with a spaceship infront  	Reise zum Planeten Synthia  	Kiesewetter Jan-Marius  	kiesewetter						
07  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_03.jpg  	Adaption  	create snow world with a small spaceship/plane on the ground, the space odyssey - 2001, HAL KI, bright lights, low contrast, cold lights, add spacecraft, total perspective  	Landung Planet Synthia  	Kiesewetter Jan-Marius  	kiesewetter
08  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_04.jpg  	Adaption  	ice mountains  	Eisberge  	Kiesewetter Jan-Marius  	kiesewetter						
09  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_05.jpg  	Adaption  	create snow world with a small spacecraft on the ground, show me a big snow landscape with mountains, little buildings, small space, the space odyssey - 2001, HAL KI, bright lights, low contrast, cold lights, add spacecraft, total perspective  	Synthia  	Kiesewetter Jan-Marius  	kiesewetter						
10  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_06.jpg  	Adaption  	tiny space house, create snow world, show me a big landscape with just on little space house in the middle, little buildings, small space, the space odyssey - 2001, HAL KI, bright lights, low contrast, cold lights, add spacecraft  	Haus auf Synthia  	Kiesewetter Jan-Marius  	kiesewetter						
11  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_07.jpg  	Adaption  	On board is the HAL 9000 supercomputer, which is equipped with artificial intelligence and can control the spacecraft autonomously. lighter lights, small room, total perspective  	Blick aus dem Raumschiff  	Kiesewetter Jan-Marius  	kiesewetter						
12  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_08.jpg  	Adaption  	create snow world with a small space house from inside on the ground, the space odyssey - 2001, HAL KI, bright lights, low contrast, cold lights, add spacecraft, total perspective  	Raumschiff von innen  	Kiesewetter Jan-Marius  	kiesewetter
13  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_09.jpg  	Adaption  	create snow world with a small space house from inside on the ground, the space odyssey - 2001, HAL KI, bright lights, low contrast, cold lights, add spacecraft, total perspective  	Haus auf Synthia 2  	Kiesewetter Jan-Marius  	kiesewetter
14  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kiesewetter_Jan_Marius/03_Adaption_Kiesewetter_Jan_118_10.jpg  	Adaption  	create a little town in a snow world , show me a big snow landscape with mountains, little buildings, small space, the space odyssey - 2001, HAL KI, low contrast, cold lights, add spacecraft, total perspective  	Erste Kolonie auf Synthia  	Kiesewetter Jan-Marius  	kiesewetter
