name	path	filter	prompt	titel	autor	projektuebersicht						
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/133/02_Charaktere_Matzick_Isabel%20(1).jpg	Charaktere	an astronaut in a vibrant red suit stands in an abandoned room with a baroque interior. The plants and weeds that have taken over the abndoned room add a touch of wildness to the scene, a stark contrast to the orderly	Astronaut in verlassenem Schlafzimmer	Isabel Matzick	matzick						
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/133/02_Charaktere_Matzick_Isabel%20(2).jpg	Charaktere	an astronaut in a vibrant red suit stands in an abandoned room with a baroque interior. The plants and weeds that have taken over the abndoned room add a touch of wildness to the scene, a stark contrast to the orderly	Astronaut in verlassenem Schlafzimmer	Isabel Matzick	matzick						
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/133/01_Szenen_Knauer_Sarah_renaissance_room_13.jpg	Szenen	renaissance room from the movie 2001: a space odyssey made of rattan, only rattan, with a bed and chairs, dark, natural, renaissance-elements	Renaissance-Raum	Sarah Knauer	knauer						
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_133_01.jpg	Szenen	2001: a space odyssey style, a hand reaching. networked communication. hyper realistic photography. stunning. futuristic. few red traces. glowing touch. . light diodes, red electric light / Negative: ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers	touch reactive data flow 03	Julia Wutschke	wutschke						
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_133_02.jpg	Szenen	imagine a "2001: a space odyssey" space ship interior. Construct an image featuring a person ascending a staircase of touch-responsive panels, each lighting up in white with small red light accents to unveil personal insights. Convey the idea of elevation through the physical and intellectual journey. people touching. spaceship. light like blood vessels. electric flow. two astronauts talking. / Negative: no people, ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers, jacket, yellow, pink purple	touch reactive data flow 04	Julia Wutschke	wutschke						
28	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ludwig_Sarah/00_Objekt_Ludwig_Sarah_133.jpg	Objekte	Generate a visually striking scene showcasing a redesigned space suit with organic bionic and biomorphic features, inspired by the design sensibilities of Ross Lovegrove. Envision the space suit as a seamless extension of the wearer, incorporating fluid curves, biomimetic patterns, and advanced materials that reflect both functionality and aesthetic elegance. Pay attention to the integration of bionic elements into the suit's structure, with an emphasis on a harmonious blend of natural forms and futuristic design. Illuminate the scene with subtle bioluminescent accents, adding an otherworldly ambiance to the visually captivating depiction of the organic and technologically advanced space suit. Dynamic Composition, typical science fiction color scheme with high contrast, monochromatic, gloomy atmosphere, foggy, misty, dawn, artificial light, cinematic color grade and look, photorealistic, wide angle shot	spacesuit	Sarah Ludwig	ludwig						
29	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ludwig_Sarah/01_Szenen_Ludwig_Sarah_133.jpg	Szenen	Generate a visually compelling representation of Hal, the artificial intelligence from '2001: A Space Odyssey,' within the imagined landscape of bionic and biomorphic plants. Envision Hal as an integral part of this futuristic ecosystem, with his form seamlessly integrating with the organic and technological elements. Emphasize Hal's presence as a sophisticated and visually striking entity, complementing the aesthetic harmony of the surrounding bionic world. cinematic and photorealistic style	Corridor	Sarah Ludwig	ludwig						
30	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Rein_Jessica/02_Charaktere_Rein_Jessica_133.jpg	Charaktere	Use composition but make it the hatter of alice in wonderlad	Want some tea?	Jessica Rein	rein						
50	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/133/50_Szenen_Jakob_Vasilega_Sarah_Dariia_133.png	Szenen	a human figure and soviet furnirure in a set design for  Kubric´s Space Odyssey 2001 movie but designed in Soviet brutalist style, huge room, hammer and sickle, marble, a human figure, soviet star, soviet furniture,   1960s, USSR, propaganda, Minimalistic, Industrial, Utilitarian, modular, Monolithic, Stern, Foreboding, Dystopian, geometric, futuristic, Utilitarian, photorealistic, retro photo , Kubrick aesthetic, hyperrealism, modernism, Space odyssey, hammer and sickle	Last room	Sarah Jakob Dariia Vasilega	jakobvasilega						
13	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Widera_Maxima/03_Adaption_Widera_Maxima_133_00.jpg	Adaption	https://s.mj.run/sFrf8lfFxI0 2001 Space Odyssey baroque style room many chairs and tables, Bed, Astronautsuit, glowing floor, in style of Oskar Fischinger, Len Lye, geometric, minimalism, neoplasticism, subtle gradient, soft cold blue colors, surreal --ar 16:9 --no symmetry	Patience	Maxima Widera	widera						
