name	path	filter	prompt	titel	autor	projektuebersicht						
04	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ludwig_Sarah/01_Szenen_Ludwig_Sarah_134.jpg	Szenen	a wide natural landscape with big plants with biomimetic biomorphic bionic shapes emerging from the ground inside of a bionic spaceship interior, intricate details, luminous, ethereal, edgy, sculptural, cinematic, photorealistic	Biomorphic Interior	Sarah Ludwig	ludwig						
05	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ludwig_Sarah/00_Objekt_Ludwig_Sarah_134.jpg	Objekte	In the ethereal realm where the iconic space odyssey of Stanley Kubrick converges with the organic grace of Ross Lovegrove's design ethos, the generative AI embarks on a cosmic quest to birth a space suit that transcends the boundaries of both time and style.Drawing inspiration from the streamlined elegance of Lovegrove's biomorphic designs, the AI envisions a suit that seamlessly melds futuristic functionality with organic aesthetics. The outer shell, a symphony of undulating curves and fluid lines, mirrors the graceful dance of celestial bodies, while the material itself hints at a harmonious blend of advanced polymers and lightweight alloys, providing both protection and agility.The helmet, a centerpiece of technological artistry, embraces a minimalist visor with an expansive field of view, borrowing from Lovegrove's penchant for sleek, unobtrusive interfaces. Luminescent accents, reminiscent of distant stars, delicately trace the contours of the helmet, offering subtle illumination	Spacesuit Helmet	Sarah Ludwig	ludwig						
51	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/134/51_Szenen_Jakob_Vasilega_Sarah_Dariia_134.png	Szenen	a soviet cosmonaut with a lot of very very  creepy small wrinkles all over the face	Wrinkles	Sarah Jakob Dariia Vasilega	jakobvasilega
11	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/134/02_Charaktere_Guth_Antonia_134.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, weird newborn	Stop Motion	Antonia Guth	guth						
08	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kunert_Frieda/02_Charaktere_Kunert_Frieda_134.jpg	Charaktere	Two figures lean in conspiratorially, their eyes darting nervously. Taut facial muscles convey a sense of urgency, while furrowed brows reveal the weight of their clandestine conversation. A subtle tension lingers in their posture, shoulders slightly hunched, as they exchange guarded glances, acutely aware of the AI's watchful gaze. Both individuals sport discreet attire, attempting to blend into the uniform surroundings, yet their eyes betray a flicker of resistance and determination against the sterile backdrop of their controlled existence. their faces are worn out and their shoulders hang. their eyes are sunken in and their skin looks old and has a grey tint realism close-up of faces	Old Age	Frieda Kunert	kunert						
09	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Langhanki_Jan/01_Szenen_Langhanki_Jan_134.jpg	Szenen	A noir detective astronaut looks at the camera. he is horryfied. film noir style, steampunk, pulp, post ww2, 60s film scene, black and white	Erschütterung	Jan Langhanki	langhanki						
10	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_134.jpg	Adaptionen	Astronaut helmet frontal; close-up; it should look like it was 3D printed;	SpacePrint	Johanna Ries	ries						
24	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/24_Charaktere_Paul_Rothe_134.jpg?raw=true	Charaktere	https://s.mj.run/DPX7lKOSVsE https://s.mj.run/HaUy8lWzEGw --ar 3:2 --v 5.2	Amneris	Paul und Jannis	rothe						
25	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/25_Charaktere_Paul_Rothe_134.jpg?raw=true	Charaktere	https://s.mj.run/ns-bxRD8E1I war between Egypt and Ethiopia in the opera adia on stage wearing a space suit from a space odyssey, costume design Iris van Herpen mixed with digital screens and inspired by the movie 2001: a space odyssey, kodak 800, --style 2tO1HJiv5yw8O2c4sB2XCFfCJ --ar 16:9 --v 5.2	Amneris	Paul und Jannis	rothe						
26	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/26_Charaktere_Paul_Rothe_134.jpg?raw=true	Charaktere	https://s.mj.run/DPX7lKOSVsE https://s.mj.run/HaUy8lWzEGw --ar 3:2 --v 5.2	Amneris	Paul und Jannis	rothe						
25	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/134/25_Charaktere_Reuters_Moritz_134.jpg	Charaktere	Ian McKellen in a space suit as an art piece with parts made out semi-transparent plastic, inspired by 2001: a space odyssey, Kodak Porta 800 --ar 3:2 --style raw-cn3J6NscrF36WWYX --v 5.2	Interpretation von David Bowman	Moritz Reuters	reuters						
26	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/134/26_Charaktere_Reuters_Moritz_134.jpg	Charaktere	Ian McKellen in a space suit as an art piece with parts made out semi-transparent plastic, inspired by 2001: a space odyssey, Kodak Porta 800 --ar 3:2 --style raw-cn3J6NscrF36WWYX --v 5.2	Interpretation von David Bowman	Moritz Reuters	reuters						
27	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/134/27_Charaktere_Reuters_Moritz_134.jpg	Charaktere	Ian McKellen in a space suit as an art piece with parts made out semi-transparent plastic, inspired by 2001: a space odyssey, Kodak Porta 800 --ar 3:2 --style raw-cn3J6NscrF36WWYX --v 5.2	Interpretation von David Bowman	Moritz Reuters	reuters						
17	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_01.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 01	Tim Gajewi	gajewi
18	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_02.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 02	Tim Gajewi	gajewi
19	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_03.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 03	Tim Gajewi	gajewi
20	https://raw.githubusercontent.com/maroeplin/bvk-128-03/blob/main/Projektserie/Gajewi_Tim/01_Szenen_Gajewi_infiniteSPACE_04.jpg	Szenen	[Midjourney Blend, Photoshop AI] "A endlessly big room that has stairs and staircases all over the walls going up. The rest of the room is clean white and empty. the scene is organic and surreal"	infiniteSPACE 04	Tim Gajewi	gajewi
