name	path	filter	prompt	titel	autor	projektuebersicht				
02  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_01.jpg  	Szenen  	2001: a space odyssey, neon ambiance, abstract black oil, gear mecha, detailed acrylic, grunge, intricate complexity, rendered in unreal engine, photorealistic. kaleidoscopic, microscopic, macro, insane detail, kaleidoscope, otherworldly.  	Sinnestunnel05  	Jana Schlotthauer  	schlotthauer	
03  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_02.jpg  	Szenen  	ominous microscopy, kaleidoscopic, macro, neon, highly detailed, explosion, chaotic, motion.  	Sinnnestunnel06  	Jana Schlotthauer  	schlotthauer
04  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_03.jpg  	Szenen  	kaleidoscopic, going extremely fast, macro, chaotic, weird, higher power, microscopy, organic shapes, floral elements, nerves, neon color, lights, golden ratio, surrealistic, smoke, fast motion, motion blur on the side.  	Sinnestunnel07  	Jana Schlotthauer  	schlotthauer
05  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_04.jpg  	Szenen  	detailed kaleidoscopic tunnel of galaxies, geometry, glass, gloss, wet, human nerves, microscopy, aura, rapid, pink and yellow, neon, bright, blinding, incredible, chaotic, ominous.  	Sinnestunnel08  	Jana Schlotthauer  	schlotthauer
06  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_05.jpg  	Szenen  	kaleidoscopic human nerves, macro, neon, highly detailed, explosion, chaotic, motion, Platos Atlantis, pink, fast, dark atmosphere, intricate, astral.  	Sinnestunnel09  	Jana Schlotthauer  	schlotthauer
07  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_06.jpg  	Szenen  	2001 space odyssey, kaleidoscopic style, macro, microorganism, microscopic, ethereal, weird, stunning, analog photography, neon light beams, motion blur, distorted Vision, aura, Alexander McQueen on acid.  	Sinnestunnel10  	Jana Schlotthauer  	schlotthauer	
08  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_07.jpg  	Szenen  	kaleidoscopic tunnel of worlds, macro, neon, highly detailed, explosion, chaotic, motion, Platos Atlantis, pink, fast, dark atmosphere, intricate, astral.  	Wahrnehmung  	Jana Schlotthauer  	schlotthauer
09  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/126/01_Szenen_Schlotthauer_Jana_126_08.jpg  	Szenen  	hand coming towards the screen. creepy, kaleidoscopic, mirrorball light source. golden hour, neon lights. extremely fast motion, human nerves.  	Sinneserscheinung06	Jana Schlotthauer  	schlotthauer
10  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_023_126.jpg  	Adaptionen  	an artificial intelligence is watering a crippling thirsty plant that looks more dead than alive. The artificial intelligence is an abstract circular light projection with wires. They are out in the open. The background landscape is that of a deserted, dystopian planet that is hostile to life. An eerie and blurry light that seems to have no source is giving everything a surreal atmosphere  	Ein seltsamer Mond 11/13  	Swaantje Meyer	meyer
11  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_126.jpg  	Adaptionen  	Abstract Dimensions; distorted; it should look like it was printed with a 3D printer;  	SpacePrint  	Johanna Ries  	ries
