name	path	filter	prompt	titel	autor	projektuebersicht			
42	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/116/42_Szenen_Jakob_Vasilega_Sarah_Dariia_116.png	Szenen	a film scene where a tense cosmonaut in uniform is turning the red evil retro supercomputer down, a set design for  Kubrick´s Space Odyssey 2001 movie but designed in Soviet constructivism  style, 1960s, USSR, propaganda, Minimalistic, Industrial, modular, Utilitarian, modular, Monolithic, Stern, Foreboding, Dystopian, futuristic, Utilitarian, photorealistic, hyperrealism, modernism, Space odyssey, spaceship,, supercomputer, red lights, retro photo, no gravity, retro-futurism, communism, ped star emblem 	Hall Room	Sarah Jakob Dariia Vasilega	jakob vasilega
03  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_116.jpg  	Szenen  	nervous system. data transmission. room. rounded. red glowing details. / Negative: gold, ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers  	database 03  	Julia Wutschke  	wutschke
04  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/116/01_Szene_Zirk_Luisa_116_21.jpg  	Szenen  	stanley kubrick style "2001: A Space Odyssey" as a pixelated videogame floor  	Titel	Luisa Zirk  	zirk						
05	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Rein_Jessica/01_Szenen_Rein_Jessica_116.jpg	Szenen	Turn this room slightly in the style of "Alice in Wonderland" (2010, director Tim Burton)	Floating feelings	Jessica Rein	rein
06  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/116/01_Szene_Zirk_Luisa_116_21.jpg  	Szenen  	stanley kubrick style "2001: A Space Odyssey" as a pixelated videogame floor  	Arcade21  	Luisa Zirk  	zirk						
33  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/116/33_Szenen_Nguyen_116.png  	Szenen  	analog style, astronaut in zero gravity, centered composition, bright blue hue, landscape shot  	Stop-Motion blaue Textilien  	Tuan Nguyen  	nguyen						
01  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Mueller_Alina/01_Szene_Mueller_Alina_116_01.jpg  	Szenen  	Erzeuge eine Szene aus dem Film „2001: A Space Odyssey“ beim Grand Canyon. Integriere das futuristische Universum. Raumschiff. Noir. HAL 9000.  	AI Odyssey:A Global Journey  	Alina Müller  	mueller						
02  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Mueller_Alina/01_Szene_Mueller_Alina_116_02.jpg  	Szenen  	Erzeuge eine Szene aus dem Film „2001: A Space Odyssey“ beim Grand Canyon. Integriere das futuristische Universum. Raumschiff. Noir. HAL 9000.  	AI Odyssey:A Global Journey  	Alina Müller  	mueller						
03  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Mueller_Alina/01_Szene_Mueller_Alina_116_03.jpg  	Szenen  	Erzeuge eine Szene aus dem Film „2001: A Space Odyssey“ beim Grand Canyon. Integriere das futuristische Universum. Raumschiff. Noir. HAL 9000.  	AI Odyssey:A Global Journey  	Alina Müller  	mueller						
04  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Mueller_Alina/01_Szene_Mueller_Alina_116_04.jpg  	Szenen  	Erzeuge eine Szene aus dem Film „2001: A Space Odyssey“ beim Grand Canyon. Integriere das futuristische Universum. Raumschiff. Noir. HAL 9000.  	AI Odyssey:A Global Journey  	Alina Müller  	mueller						
