name	path	filter	prompt	titel	autor	projektuebersicht						
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/113/00_Objekte_Badt_Hendrik_113.jpg 	Objekte 	create organic visual hard drivet jellyfish features. 	Organic Hal9000 	Badt Hendrik 	badt						
41	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/113/41_Szenen_Jakob_Vasilega_Sarah_Dariia_113.png	Szenen	a film scene where a tense cosmonaut in uniform is turning the red evil retro supercomputer down, a set design for  Kubrick´s Space Odyssey 2001 movie but designed in Soviet constructivism  style, 1960s, USSR, propaganda, Minimalistic, Industrial, modular, Utilitarian, modular, Monolithic, Stern, Foreboding, Dystopian, futuristic, Utilitarian, photorealistic, hyperrealism, modernism, Space odyssey, spaceship,, supercomputer, red lights, retro photo, no gravity, retro-futurism, communism, ped star emblem 	Hall room	Sarah Jakob Dariia Vasilega	jakob
01  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Wutschke_Julia/01_Szenen_Wutschke_Touch_113.jpg  	Szenen  	Construct an image featuring a person ascending a staircase of touch-responsive panels, each lighting up in red to unveil personal insights. Convey the idea of elevation through the physical and intellectual journey. people touching. spaceship. light like blood vessels. electric flow. / Negative: ugly, deformed, noisy, blurry, distorted, out of focus, bad anatomy, extra limbs, poorly drawn face, poorly drawn hands, missing fingers, jacket, yellow  	database 02  	Julia Wutschke  	wutschke						
04  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/113/03_Adaptionen_Guth_Antonia_113.jpg  	Adaptionen  	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, abstract forms  	Stop Motion  	Antonia Guth  	guth						
31  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/113/31_Szenen_Nguyen_113.png  	Szenen  	analog style, astronaut without a helmet taking computer out server room spaceship, turquoise hue, minimalistic  	Stop-Motion blaue Textilien  	Tuan Nguyen  	nguyen						
07  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_113.jpg  	Adaptionen  	An astronaut who uses a key to get many cassette tapes out of the wall; the entire wall is lined with these cassettes; it should look like it was printed with a 3D printer;  	SpacePrint  	Johanna Ries  	ries						
08  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Blumstein_Alina/01_Szenen_Blumstein_Alina_113.jpg  	Szenen  	everything melts heavily, abstract, art  	Abstract Library  	Alina Blumstein  	blumstein						
09  	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Debrah_Eunice/_Debrah%20Eunice%20Abgabe%2038%20.jpg  	Objekte  	In wakanda market place with brown and green walls and plants. africian wakanda window tracerv. and integrated technology, ared-eye Al tathe center oversees all. The room's curvature and roundfurniture enhanceits futuristic feel. A cool light enters through a skylight, revealing a dystopian, lifeless, desert-like planet ni the dark expanse of outer space, style. Realistic with plants and african stil in space, high technology, with the king on his throne, A Space Odyssey im Wakanda	Stil	Eunice Debrah	debrah  						
21 	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/21_Charaktere_Paul_Rothe_113.jpg?raw=true  	Charaktere  	https://s.mj.run/cNMkLiPyqEo aida opera with actors wearing wearing a space suits, costume design Iris van Herpen mixed with digital screens and inspired by the movie 2001: a space odyssey, kodak 800, --style 2tO1HJiv5yw8O2c4sB2XCFfCJ --ar 16:9 --v 5.2 --iw 0 	Egypt army 	Paul und Jannis  	rothe 						
22  	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/22_Charaktere_Paul_Rothe_113.jpg?raw=true  	Charaktere  	https://s.mj.run/V9YkPcNgj9g male Egyptian military leader singing on stage with wearing a space suit from a space odyssey, costume design Iris van Herpen mixed with digital screens and inspired by the movie 2001: a space odyssey, kodak 800, --style 2tO1HJiv5yw8O2c4sB2XCFfCJ --ar 16:9 --iw 0 --v 5.2  	Ethiopian choir  	Paul und Jannis  	rothe						
23  	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/23_Charaktere_Paul_Rothe_113.jpg?raw=true  	Charaktere  	https://s.mj.run/f3vF3x8Im3c male military leader singing on stage wearing a space suit with helmet from a space odyssey, riding a spacecraft vehiclecostume design Iris van Herpen mixed with digital screens and inspired by the movie 2001: a space odyssey, kodak 800, --style 2tO1HJiv5yw8O2c4sB2XCFfCJ --ar 16:9 --iw 0 --v 5.2  	rider  	Paul und Jannis	rothe						
13	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Roessler_Lukas_Tamm_Benjamin/00_Objekt_Roessler_Tamm_113_00.jpg	Objekte	endless server-farm, translucent plastic casings, filled with plastic cables resembling muscle anatomy, fiber, blood-vessels, cables, technology, musculus, human skin, A24, Arri Alexa, Helios 44-2	Server Farm	Lukas Rössler, Benjamin Tamm	roessler
14	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Roessler_Lukas_Tamm_Benjamin/00_Objekt_Roessler_Tamm_113_01.jpg	Objekte	a levitating monolith, translucent plastic casing, filled with plastic cables resembling muscle anatomy, fiber, blood-vessels, cables, technology, musculus, displays, A24, Arri Alexa, Helios 44-2	Super-Computer 2	Lukas Rössler, Benjamin Tamm	roessler
15	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Roessler_Lukas_Tamm_Benjamin/00_Objekt_Roessler_Tamm_113_02.jpg	Objekte	a levitating monolith, translucent plastic casing, filled with plastic cables resembling muscle anatomy, fiber, blood-vessels, cables, technology, musculus, displays, A24, Arri Alexa, Helios 44-2	Super-Computer 3	Lukas Rössler, Benjamin Tamm	roessler
16	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Roessler_Lukas_Tamm_Benjamin/00_Objekt_Roessler_Tamm_113_03.jpg	Objekte	a levitating monolith, translucent plastic casing, filled with plastic cables resembling muscle anatomy, fiber, blood-vessels, cables, technology, musculus, displays, A24, Arri Alexa, Helios 44-2	Super-Computer 4	Lukas Rössler, Benjamin Tamm	roessler
17	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Roessler_Lukas_Tamm_Benjamin/00_Objekt_Roessler_Tamm_113_04.jpg	Objekte	a levitating monolith, translucent plastic casing, filled with plastic cables resembling muscle anatomy, fiber, blood-vessels, cables, technology, musculus, displays, A24, Arri Alexa, Helios 44-2	Super-Computer 5	Lukas Rössler, Benjamin Tamm	roessler

